gene_id	10.5_rnaseq	10.601_rnaseq	10.702_rnaseq	10.803_rnaseq	10.904_rnaseq	11.005_rnaseq	11.106_rnaseq	11.207_rnaseq	11.308_rnaseq	11.409_rnaseq	11.51_rnaseq	11.611_rnaseq	11.712_rnaseq	11.812_rnaseq	11.913_rnaseq	12.014_rnaseq	12.115_rnaseq	12.216_rnaseq	12.317_rnaseq	12.418_rnaseq	12.519_rnaseq	12.62_rnaseq	12.721_rnaseq	12.822_rnaseq	12.923_rnaseq	13.024_rnaseq	13.125_rnaseq	13.226_rnaseq	13.327_rnaseq	13.428_rnaseq	13.529_rnaseq	13.63_rnaseq	13.731_rnaseq	13.832_rnaseq	13.933_rnaseq	14.034_rnaseq	14.135_rnaseq	14.236_rnaseq	14.337_rnaseq	14.438_rnaseq	14.538_rnaseq	14.639_rnaseq	14.74_rnaseq	14.841_rnaseq	14.942_rnaseq	15.043_rnaseq	15.144_rnaseq	15.245_rnaseq	15.346_rnaseq	15.447_rnaseq	15.548_rnaseq	15.649_rnaseq	15.75_rnaseq	15.851_rnaseq	15.952_rnaseq	16.053_rnaseq	16.154_rnaseq	16.255_rnaseq	16.356_rnaseq	16.457_rnaseq	16.558_rnaseq	16.659_rnaseq	16.76_rnaseq	16.861_rnaseq	16.962_rnaseq	17.062_rnaseq	17.163_rnaseq	17.264_rnaseq	17.365_rnaseq	17.466_rnaseq	17.567_rnaseq	17.668_rnaseq	17.769_rnaseq	17.87_rnaseq	17.971_rnaseq	18.072_rnaseq	18.173_rnaseq	18.274_rnaseq	18.375_rnaseq	18.476_rnaseq	18.577_rnaseq	18.678_rnaseq	18.779_rnaseq	18.88_rnaseq	18.981_rnaseq	19.082_rnaseq	19.183_rnaseq	19.284_rnaseq	19.385_rnaseq	19.486_rnaseq	19.587_rnaseq	19.688_rnaseq	19.788_rnaseq	19.889_rnaseq	19.99_rnaseq	20.091_rnaseq	20.192_rnaseq	20.293_rnaseq	20.394_rnaseq	20.495_rnaseq	20.596_rnaseq	20.697_rnaseq	20.798_rnaseq	20.899_rnaseq	21.0_rnaseq
ENSMUSG00000000001	-0.050785360523499426	-0.051503486206363115	-0.05222724508181453	-0.05295652570692056	-0.05369121044557172	-0.05443117536695513	-0.05517629014774843	-0.055926417978356305	-0.056681415473511125	-0.057441132587572684	-0.0582054125348631	-0.058974091715380386	-0.05974699964623994	-0.06052395889919549	-0.06130478504459518	-0.0620892866021326	-0.06287726499875185	-0.06366851453406902	-0.06446282235367105	-0.06525996843065276	-0.06605972555575039	-0.06686185933642722	-0.06766612820526262	-0.06847228343798993	-0.06928006918152292	-0.07008922249230135	-0.07089947338527844	-0.07171054489386103	-0.07252215314110218	-0.07333400742243172	-0.074145810300197	-0.07495725771026748	-0.07576803908094089	-0.07657783746436907	-0.07738632968069939	-0.0781931864751081	-0.07899807268787555	-0.07980064743762941	-0.08060056431785532	-0.08139747160674636	-0.08219101249043245	-0.08298082529960106	-0.08376654375948912	-0.08454779725318985	-0.08532421109818843	-0.0860954068360003	-0.08686100253475389	-0.08762061310451782	-0.08837385062513908	-0.08912032468631648	-0.08985964273959617	-0.09059141046193668	-0.09131523213044919	-0.09203071100788124	-0.09273744973836996	-0.09343505075295233	-0.09412311668427971	-0.09480125078994606	-0.09546905738379924	-0.09612614227456918	-0.09677211321110848	-0.0974065803335079	-0.09802915662931252	-0.0986394583940352	-0.09923710569513056	-0.09982172283856597	-0.10039293883709824	-0.10095038787934112	-0.10149370979868573	-0.10202255054111774	-0.10253656263095752	-0.10303540563353526	-0.10351874661380335	-0.10398626058987853	-0.10443763098050328	-0.10487255004541275	-0.1052907193175965	-0.10569185002644908	-0.10607566351081188	-0.10644189162092012	-0.1067902771082866	-0.10712057400256987	-0.10743254797449908	-0.10772597668395273	-0.10800065011231791	-0.10825637087828922	-0.10849295453630216	-0.10871022985683466	-0.1089080390878525	-0.10908623819671796	-0.10924469709193016	-0.1093832998241133	-0.10950194476572263	-0.10960054476899175	-0.10967902730170102	-0.10973733456040467	-0.10977542356081374	-0.10979326620509286	-0.10979084932588949	-0.10976817470697818	-0.10972525908046332	-0.10966213410054866	-0.10957884629394403	-0.10947545698704189	-0.10935204221006037
ENSMUSG00000000003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000000028	-0.07735964583979948	-0.07790896462657697	-0.07845538064275814	-0.07899873039565414	-0.07953884933316221	-0.08007557192786907	-0.0806087317636294	-0.08113816162457367	-0.08166369358649443	-0.08218515911055478	-0.0827023891392581	-0.08321521419461371	-0.0837234644784276	-0.08422696997464374	-0.08472556055365399	-0.08521906607849404	-0.08570731651283331	-0.08619014203066627	-0.08666737312760486	-0.087138840733669	-0.08760437632746716	-0.0880638120516545	-0.08851698082955171	-0.08896371648280443	-0.08940385384995832	-0.08983722890582112	-0.09026367888148021	-0.09068304238483982	-0.09109515952153938	-0.09149987201611123	-0.0918970233332335	-0.09228645879893031	-0.09266802572157108	-0.09304157351251645	-0.09340695380625794	-0.09376402057989673	-0.0941126302718051	-0.09445264189931389	-0.09478391717526793	-0.09510632062329152	-0.09541971969160608	-0.09572398486524152	-0.09601898977648482	-0.09630461131340863	-0.0965807297263254	-0.09684722873201308	-0.09710399561556068	-0.09735092132968427	-0.09758790059136668	-0.0978148319756761	-0.09803161800662354	-0.09823816524492085	-0.09843438437250648	-0.09862019027370875	-0.09879550211292214	-0.09896024340867578	-0.09911434210397903	-0.09925773063283398	-0.09939034598280996	-0.0995121297535818	-0.09962302821133841	-0.09972299233897539	-0.09981197788199167	-0.09988994539001621	-0.09995686025389848	-0.10001269273830278	-0.10005741800975389	-0.10009101616008857	-0.1001134722252753	-0.10012477619957103	-0.10012492304499293	-0.10011391269608902	-0.10009175005999998	-0.1000584450118126	-0.10001401238521161	-0.09995847195844594	-0.09989184843563136	-0.0998141714234204	-0.0997254754030772	-0.09962579969800207	-0.09951518843675886	-0.09939369051166402	-0.09926135953300408	-0.09911825377895526	-0.0989644361412847	-0.0987999740669196	-0.09862493949547789	-0.09843940879285801	-0.09824346268099281	-0.09803718616387763	-0.09782066844998745	-0.09759400287120373	-0.09735728679837567	-0.09711062155364542	-0.0968541123196705	-0.09658786804588143	-0.09631200135191438	-0.09602662842836374	-0.09573186893500131	-0.09542784589661113	-0.09511468559659225	-0.09479251746848263	-0.09446147398555921	-0.09412169054867067	-0.09377330537246041
ENSMUSG00000000031	-0.22852757695496748	-0.22331524788019255	-0.2182218030144508	-0.21324453082528683	-0.20838078162488394	-0.20362796615953332	-0.19898355423127279	-0.19444507335096223	-0.1900101074220786	-0.1856762954545283	-0.1814413303077956	-0.17730295746275473	-0.17325897382149427	-0.16930722653451377	-0.16544561185466908	-0.16167207401725533	-0.15798460414563295	-0.15438123918181265	-0.15086006084143147	-0.14741919459256264	-0.144056808657816	-0.1407711130391985	-0.13756035856521426	-0.1344228359596983	-0.13135687493188777	-0.12836084328724623	-0.12543314605856784	-0.1225722246568987	-0.11977655604182397	-0.11704465191067825	-0.11437505790624837	-0.11176635284254648	-0.10921714794824149	-0.10672608612734558	-0.10429184123676338	-0.10191311738031815	-0.09958864821887947	-0.09731719629622565	-0.09509755238028136	-0.09292853481938027	-0.09080898891320993	-0.08873778629810374	-0.08671382434635323	-0.0847360255792208	-0.08280333709333973	-0.08091473000019778	-0.07906919887840352	-0.07726576123844704	-0.07550345699966642	-0.07378134797914508	-0.07209851739226517	-0.07045406936465289	-0.06884712845525501	-0.06727683919029313	-0.06574236560784745	-0.06424289081282758	-0.06277761654209357	-0.06134576273949567	-0.05994656714060653	-0.0585792848669246	-0.05724318802933349	-0.05593756534060479	-0.054661721736739805	-0.05341497800694701	-0.05219667043205926	-0.051006150431198036	-0.04984278421649657	-0.04870595245569798	-0.047595049942448654	-0.046509485274112236	-0.04544868053693121	-0.04441207099837015	-0.04339910480647527	-0.04240924269609169	-0.041441957701780746	-0.04049673487728548	-0.03957307102139447	-0.038670474410058005	-0.03778846453461447	-0.036926571845987195	-0.036084337504715604	-0.03526131313668766	-0.03445706059444373	-0.03367115172392466	-0.032903168136539776	-0.03215270098643356	-0.031419350752832614	-0.03070272702735688	-0.030002448306181675	-0.02931814178694042	-0.028649443170259414	-0.027995996465819316	-0.027357453802840135	-0.026733475244888494	-0.02612372860890891	-0.025527889288382618	-0.024945640080519936	-0.02437667101739389	-0.023820679200925447	-0.023277368641632438	-0.02274645010105631	-0.022227640937782962	-0.021720664956975364	-0.021225252263338174	-0.020741139117435987
ENSMUSG00000000037	-0.010764395821833896	-0.011379980571904303	-0.012028554595036607	-0.012711619149111454	-0.013430711159431357	-0.014187399656106686	-0.01498328148148787	-0.01581997619184546	-0.01669912007385402	-0.017622359193341788	-0.018591341391386424	-0.019607707141383792	-0.02067307918044263	-0.02178905082962525	-0.022957172920477043	-0.024178939250289876	-0.0254557704960004	-0.026788996526910164	-0.02817983706993748	-0.029629380698283997	-0.031138562135626442	-0.03270813789362444	-0.034338660291008835	-0.03603044993809262	-0.03778356681141461	-0.0395977800895003	-0.041472536972309515	-0.043406930763621614	-0.045399668556873427	-0.04744903893008748	-0.049552880123438094	-0.051708549242310324	-0.05391289309764411	-0.0561622213617782	-0.05845228277937454	-0.06077824522643145	-0.06313468045264785	-0.06551555437002662	-0.06791422375997372	-0.0703234402586388	-0.07273536244237266	-0.07514157676882367	-0.07753312803181973	-0.07990055985805823	-0.08223396561008595	-0.08452304986374666	-0.08675720040133628	-0.08892557040794577	-0.09101717028343956	-0.0930209681935034	-0.09492599818912742	-0.09672147443508348	-0.09839690981579276	-0.09994223694339638	-0.10134792938981534	-0.10260512081342851	-0.10370571956173559	-0.10464251631203224	-0.10540928236814606	-0.1060008563650037	-0.10641321734311511	-0.10664354243727449	-0.10669024776965395	-0.10655301153555627	-0.10623277870621364	-0.1057317472309853	-0.10505333608375313	-0.10420213594764276	-0.10318384375150856	-0.10200518264561895	-0.10067380931974915	-0.0991982108145138	-0.09758759314973525	-0.09585176418902704	-0.09400101317818796	-0.09204598934038405	-0.08999758179021036	-0.08786680285068148	-0.08566467663273167	-0.08340213447764123	-0.08108991858097868	-0.07873849482388343	-0.07635797554472831	-0.0739580527010489	-0.07154794160626729	-0.06913633518460152	-0.06673136847532536	-0.06434059293720416	-0.06197095995685065	-0.05962881285090027	-0.05731988657007618	-0.05504931426124719	-0.052821639818613174	-0.05064083555386295	-0.048510324133966366	-0.04643300397053434	-0.04441127729285841	-0.04244708019445767	-0.04054191400716166	-0.0386968774247072	-0.03691269886719306	-0.035189768646552905	-0.033528170559895515	-0.031927712600898245	-0.03038795653852211
ENSMUSG00000000049	0.258593822336468	0.24707929372489354	0.2352277038438756	0.2231770616625436	0.21105513959859512	0.1989776886941673	0.18704728532612816	0.17535275637436248	0.16396910929619368	0.15295788190726808	0.14236782273704496	0.13223581509524884	0.12258796479691947	0.11344078125025377	0.1048023929100673	0.09667374980458537	0.08904977710790407	0.08192045398344809	0.0752718008321146	0.06908676550059291	0.0633460049405525	0.058028563354522375	0.053112451174171814	0.04857513147435283	0.04439392182093875	0.04054632026278258	0.037010264370905585	0.03376433204199581	0.030787892335418607	0.028061213997450533	0.025565538616668687	0.023283124605626426	0.02119726745623364	0.019292300997352855	0.01755358371103166	0.01596747354906156	0.014521294139156465	0.01320329478095588	0.012002606204499762	0.010909193694234407	0.00991380886533873	0.009007941111011185	0.008183769514076069	0.007434115828513608	0.006752398981476514	0.006132591419353975	0.005569177518422827	0.0050571141978465635	0.004591793807042239	0.004169009307865786	0.0037849217322603115	0.0034360298658697133	0.003119142085855334	0.0028313502652970337	0.0025700056458259194	0.002332696573499266	0.002117227989515818	0.001921602566452455	0.0017440033817166442	0.00158277802236592	0.0014364240189505806	0.0013035755102882003	0.0011829910458426714	0.0010735424374216898	0.0009742045771272103	0.0008840461437046232	0.0008022211246423629	0.0007279610863885302	0.0006605681299518651	0.0005994084738019343	0.0005439066104127266	0.0004935399869968191	0.00044783416489499857	0.0004063584157783815	0.0003687217162558026	0.00033456910567767397	0.00030357837488009034	0.00027545705636651644	0.00024993968894396093	0.00022678533217184197	0.00020577530811876512	0.0001867111498973429	0.000169412738258351	0.00015371660917298834	0.00013947441686406472	0.00012655153811992956	0.0001148258050039644	0.00010418635423017809	9.453258252382324e-05	8.577319826756764e-05	7.782536059585078e-05	7.061389791305516e-05	6.407059854027399e-05	5.813356685547608e-05	5.274663890201777e-05	4.78588519887167e-05	4.342396330991236e-05	3.940001306002448e-05	3.5748927950200794e-05	3.243616138549791e-05	2.9430366929655335e-05	2.67031019775641e-05	2.422855884828915e-05	2.1983320761606447e-05	1.994614040177316e-05
ENSMUSG00000000056	0.17532492268315952	0.18418431096397614	0.19190537645293787	0.19824290780972667	0.20298384504599473	0.20596185958890967	0.20706943472624587	0.20626598536669608	0.20358098473616998	0.19911169041965734	0.1930157667177977	0.18549974660061233	0.1768047424645724	0.16719102603506933	0.1569230427678696	0.14625615182733925	0.13542597345467988	0.12464077590960046	0.11407692526541419	0.10387710636799774	0.09415082411129182	0.08497660640967837	0.07640533247310113	0.06846417363475836	0.06116073095145614	0.05448706112801977	0.04842338398718312	0.042941351436341	0.03800682583505812	0.03358216478294734	0.029628041792352778	0.02610485125915702	0.02297375495481332	0.02019742898729134	0.017740567342878412	0.01557019266432789	0.013655818240648886	0.01196949822213345	0.010485796419457292	0.009181698027012047	0.008036483377615268	0.007031578420917938	0.006150392982945799	0.005378154932705317	0.004701746060608015	0.004109543666742993	0.003591270474141783	0.0031378544418877797	0.002741299285067601	0.00239456595417841	0.0020914649371616217	0.0018265589835133554	0.0015950756806922934	0.001392829213717045	0.0012161505903420134	0.0010618256018712397	0.0009270398023384456	0.0008093298181360755	0.0007065403399730256	0.000616786194774671	0.0005384189435641875	0.0004699975001673501	0.00041026231324866425	0.00035811269965420426	0.0003125869597127502	0.00027284494468331975	0.00023815278278868006	0.0002078695032728753	0.00018143532772874621	0.00015836142477198789	0.00013822094812445792	0.00012064119959450268	0.0001052967774663028	9.190358770377892e-05	8.021361030462764e-05	7.001032634571281e-05	6.110472288525052e-05	5.333180314280995e-05	4.654753838488354e-05	4.062620586543238e-05	3.545806411595271e-05	3.094732298610597e-05	2.7010371171478228e-05	2.3574228658143538e-05	2.0575195603714133e-05	1.795767277193221e-05	1.5673131778939913e-05	1.3679216148050097e-05	1.1938956581379009e-05	1.0420085954636836e-05	9.09444136904237e-06	7.937442214505525e-06	6.927634579950626e-06	6.0462935906933615e-06	5.277076304211837e-06	4.60571874702406e-06	4.019771475397387e-06	3.5083687680143732e-06	3.062027170780295e-06	2.672469666031427e-06	2.3324722031193132e-06	2.0357297518351354e-06	1.7767393922720145e-06	1.5506982760412636e-06	1.3534145676888706e-06
ENSMUSG00000000058	0.14707238554819252	0.14730053510479285	0.14747155164058798	0.1475851686936359	0.14764120897995048	0.1476395849808514	0.14758029923325536	0.14746344432125863	0.1472892025690573	0.1470578454369532	0.1467697326238755	0.1464253108815028	0.14602511254667996	0.1455697538003774	0.1450599326629214	0.1444964267366235	0.14388009070824337	0.14321185362491928	0.1424927159582916	0.1417237464725114	0.14090607891267162	0.14004090853090695	0.13912948846798945	0.13817312600868692	0.1371731787294567	0.13613105055721814	0.13504818775798327	0.13392607487403446	0.1327662306281179	0.13157020381278892	0.1303395691825952	0.1290759233662327	0.1277808808151591	0.12645606980441804	0.12510312850060926	0.12372370111106415	0.1223194341273445	0.12089197267519788	0.1194429569820786	0.11797401897229143	0.11648677899874674	0.11498284271923563	0.11346379812405662	0.11193121272075464	0.11038663088067883	0.10883157135103728	0.10726752493512431	0.10569595234243231	0.10411828220943758	0.10253590929097169	0.10095019282125992	0.09936245504293519	0.09777397990161328	0.09618601190294977	0.094599755128498	0.0930163724061301	0.09143698463030472	0.08986267022702334	0.0882944647579506	0.08673336065784853	0.0851803070992168	0.0836362099778104	0.08210193201255149	0.08057829295322783	0.07906606988930599	0.07756599765315322	0.07607876931097182	0.07460503673479607	0.07314541124897486	0.0717004643446764	0.0702707284560772	0.06885669779206156	0.06745882921742927	0.06607754317781087	0.06471322466269587	0.06336622420120627	0.06203685888547935	0.060725413416768216	0.059432141169614705	0.05815726526970032	0.0569009796812374	0.05566345030001401	0.054444816048461415	0.0532451899693609	0.052064660315056556	0.05090329162928055	0.04976112581893256	0.04863818321338811	0.04753446360912769	0.04644994729769961	0.045384596075226276	0.044338354231869666	0.043311149519854944	0.042302894098829605	0.0413134854575078	0.040342807310707766	0.03939073047104056	0.03845711369465063	0.037541804500541405	0.036644639963139006	0.03576544747786582	0.03490404549959858	0.03406024425398288	0.0332338464216658	0.032424647795591136
ENSMUSG00000000078	0.11255250273642338	0.11286388045532443	0.11315418789598528	0.11342320166467554	0.11367071397843316	0.11389653300337044	0.11410048316848627	0.11428240545411027	0.11444215765416935	0.11457961461153884	0.11469466842581195	0.11478722863289659	0.11485722235592934	0.11490459442707349	0.11492930747985315	0.11493134201175859	0.11491069641694185	0.11486738698890979	0.114801447893206	0.11471293111016043	0.11460190634787154	0.11446846092567026	0.11431269962840018	0.11413474453193065	0.11393473480040012	0.11371282645576627	0.11346919212031535	0.11320402073285689	0.11291751723939945	0.11260990225917171	0.11228141172691396	0.11193229651242693	0.11156282201841833	0.11117326775773945	0.11076392691115	0.11033510586679221	0.10988712374259049	0.1094203118928281	0.10893501340017694	0.10843158255448068	0.1079103843196089	0.10737179378971246	0.1068161956362178	0.10624398354690191	0.10565555965838645	0.10505133398338544	0.10443172383402743	0.1037971532425611	0.10314805238073006	0.10248485697908459	0.10180800774746461	0.10111794979786422	0.10041513207084858	0.09970000676666083	0.0989730287821142	0.09823465515432339	0.09748534451228455	0.09672555653726343	0.09595575143290777	0.09517638940594282	0.09438793015826288	0.09359083239117522	0.09278555332250049	0.09197254821717918	0.0911522699319791	0.09032516847484301	0.08949169057936279	0.08865227929481063	0.08780737359210357	0.08695740798602658	0.08610281217398452	0.08524401069150417	0.08438142258465653	0.08351546109952054	0.08264653338876347	0.08177504023536705	0.08090137579348365	0.08002592734636618	0.07914907508127478	0.0782711918812249	0.07739264313340428	0.07651378655405479	0.07563497202958014	0.07475654147361163	0.07387882869973733	0.07300215930957132	0.07212685059581984	0.07125321145997646	0.0703815423442594	0.06951213517738931	0.06864527333378573	0.06778123160575078	0.06692027618819543	0.06606266467545344	0.06520864606972034	0.06435846080064969	0.06351234075563165	0.06267050932027811	0.06183318142863517	0.06100056362264495	0.06017285412037913	0.05935024289256793	0.05853291174695523	0.05772103442000939	0.056914776675532755
ENSMUSG00000000085	0.26756090168461777	0.26494002410223116	0.2618359179660143	0.258272089833195	0.254275006690616	0.24987369058412345	0.24509928821050112	0.2399846259328628	0.234563760473503	0.22887153499832547	0.22294314948198793	0.21681375319031956	0.2105180658993075	0.20409003315223956	0.19756251950027956	0.19096704233322848	0.1843335476351116	0.1776902278328055	0.17106338087452452	0.1644773087978727	0.15795425333417382	0.15151436554840314	0.1451757061265452	0.13895427268347538	0.13286405035911122	0.12691708198078297	0.12112355417624028	0.11549189600504414	0.11002888691750776	0.10473977113248664	0.09962837583258125	0.09469723089424224	0.08994768818959668	0.08538003880747665	0.08099362683616168	0.07678695862464682	0.07275780668949434	0.0689033076584985	0.06522005383982864	0.061704178176170986	0.05835143248863901	0.055157259036358944	0.052116855516505	0.04922523370824897	0.04647727202479033	0.04386776228253774	0.04139145102777007	0.03904307578075893	0.03681739656725445	0.03470922310915946	0.032713438041702014	0.03082501651479773	0.029039042522804284	0.027350722290503855	0.025755395024791586	0.024248541321922158	0.022825789499877437	0.021482920104930768	0.020215868821222158	0.019020727992372744	0.01789374694514334	0.016831331286978734	0.015830041332154085	0.014886589795172154	0.013997838875117886	0.013160796840855069	0.012372614214233687	0.01163057963685121	0.010932115495313212	0.010274773370340452	0.009656229366393793	0.009074279370695422	0.008526834283532821	0.008011915255506666	0.007527648961820991	0.007072262938817456	0.006644081003601544	0.006241518773799009	0.005863079301129157	0.005507348829562265	0.005172992686291507	0.004858751311539058	0.004563436431342521	0.004285927375817953	0.004025167544037675	0.003780161015474447	0.003549969306982151	0.003333708273473404	0.0031305451497649723	0.002939695730530777	0.002760421684846252	0.0025920280014752953	0.002433860560791186	0.0022853038290178416	0.002145778670368948	0.0020147402725652227	0.001891676181190913	0.0017761044383416635	0.0016675718210591717	0.0015656521750994725	0.0014699448396697631	0.0013800731588577088	0.0012956830755964214	0.0012164418041213253	0.0011420365770119512
